MAC,Vendor,Country
00-08-52,Davolink Co. Inc.,KR
00-08-A3,Cisco Systems_ Inc,US
00-08-9E,Beijing Enter-Net co.LTD,US
00-08-8E,Nihon Computer Co._ Ltd.,JP
00-08-DD,Telena Communications_ Inc.,US
00-08-E1,Barix AG,US
00-08-DA,SofaWare Technologies Ltd.,IL
00-08-B4,SYSPOL,US
00-08-B3,Fastwel,RU
00-07-DD,Cradle Technologies,US
00-07-D5,"3e Technologies Int,._ Inc.",US
00-07-DB,Kirana Networks_ Inc.,US
00-07-D1,Spectrum Signal Processing Inc.,CA
00-07-B4,Cisco Systems_ Inc,US
00-07-EF,Lockheed Martin Tactical Systems,US
00-07-F4,Eletex Co._ Ltd.,JP
00-07-B3,Cisco Systems_ Inc,US
00-07-B5,Any One Wireless Ltd.,KR
00-07-A2,Opteon Corporation,US
00-07-B9,Ginganet Corporation,JP
00-04-7F,Chr. Mayr GmbH & Co. KG,DE
00-04-7B,Schlumberger,US
00-08-0C,VDA Group S.p.a.,IT
00-08-04,ICA Inc.,JP
00-07-FF,Gluon Networks,US
00-08-29,TOKYO ELECTRON DEVICE NAGASAKI LIMITED,JP
00-08-1B,Windigo Systems,US
00-08-57,Polaris Networks_ Inc.,US
00-07-F7,Galtronics,US
00-07-4B,Daihen Corporation,JP
00-07-4A,Carl Valentin GmbH,DE
00-07-3C,Telecom Design,FR
00-07-36,Data Video Technologies Co._ Ltd.,TW
00-07-8B,Wegener Communications_ Inc.,US
00-07-83,SynCom Network_ Inc.,TW
00-07-89,Allradio Co._ Ltd,KR
00-07-87,Idea System Co._ Ltd.,JP
00-07-85,Cisco Systems_ Inc,US
00-07-55,Lafon,FR
00-07-59,Boris Manufacturing Corp.,US
00-07-51,m-u-t AG,DE
00-07-50,Cisco Systems_ Inc,US
00-07-42,Ormazabal,ES
00-07-38,Young Technology Co._ Ltd.,KR
00-07-29,Kistler Instrumente AG,CH
00-07-2A,Innovance Networks,CA
00-07-75,Valence Semiconductor_ Inc.,US
00-07-7F,J Communications Co._ Ltd.,KR
00-07-71,Embedded System Corporation,JP
00-07-70,Ubiquoss Inc,KR
00-07-0D,Cisco Systems_ Inc,US
00-07-0E,Cisco Systems_ Inc,US
,,Lisboa 1998-031
00-07-0B,Novabase SGPS_ SA,PT
00-07-10,Adax_ Inc.,US
00-07-64,YoungWoo Telecom Co. Ltd.,KR
00-07-66,Chou Chin Industrial Co._ Ltd.,TW
00-07-61,2_95E+04,CH
00-07-93,Shin Satellite Public Company Limited,TH
00-07-96,LSI Systems_ Inc.,JP
00-07-19,Mobiis Co._ Ltd.,KR
00-06-C4,Piolink Inc.,KR
00-06-B5,Source Photonics_ Inc.,US
00-06-A5,PINON Corp.,JP
00-06-9D,Petards Ltd,GB
00-06-F8,The Boeing Company,US
00-06-FB,Hitachi Printing Solutions_ Ltd.,JP
00-06-FC,Fnet Co._ Ltd.,KR
00-06-F4,Prime Electronics & Satellitics Inc.,TW
00-06-EE,Shenyang Neu-era Information & Technology Stock Co._ Ltd,CN
00-06-E8,Optical Network Testing_ Inc.,US
00-06-BF,Accella Technologies Co._ Ltd.,CN
00-06-BA,Westwave Communications,US
00-06-BE,Baumer Optronic GmbH,DE
00-06-DA,ITRAN Communications Ltd.,IL
00-06-D0,Elgar Electronics Corp.,US
00-06-CC,JMI Electronics Co._ Ltd.,KR
00-06-E2,Ceemax Technology Co._ Ltd.,TW
00-06-E1,Techno Trade s.a,BE
00-06-90,Euracom Communication GmbH,DE
00-06-A8,KC Technology_ Inc.,US
00-06-A0,Mx Imaging,US
00-06-7E,WinCom Systems_ Inc.,US
00-06-30,Adtranz Sweden,SE
00-06-37,Toptrend-Meta Information (ShenZhen) Inc.,CN
00-06-2E,Aristos Logic Corp.,US
00-06-25,The Linksys Group_ Inc.,US
00-06-27,Uniwide Technologies_ Inc.,KR
00-06-24,Gentner Communications Corp.,US
00-06-2C,Bivio Networks,US
00-06-60,NADEX Co._ Ltd.,JP
00-06-4E,Broad Net Technology Inc.,TW
00-06-2D,TouchStar Technologies_ L.L.C.,US
00-06-46,ShenZhen XunBao Network Technology Co Ltd,CN
00-06-4B,Alexon Co._ Ltd.,JP
00-05-FD,PacketLight Networks Ltd.,IL
00-05-E4,Red Lion Controls Inc.,US
00-05-F2,Power R_ Inc.,US
00-05-F3,Webyn,FR
00-06-01,Otanikeiki Co._ Ltd.,JP
00-05-DF,Electronic Innovation_ Inc.,CA
00-05-E0,Empirix Corp.,US
00-06-21,Hinox_ Co._ Ltd.,JP
00-06-1C,Hoshino Metal Industries_ Ltd.,JP
00-06-23,MGE UPS Systems France,FR
00-06-0B,Artesyn Embedded Technologies,US
00-06-05,Inncom International_ Inc.,US
00-05-FA,IPOptical_ Inc.,US
00-05-E5,Renishaw PLC,GB
00-05-F5,Geospace Technologies,US
00-06-6C,Robinson Corporation,TW
00-06-66,Roving Networks,US
00-06-67,Tripp Lite,US
00-06-15,Kimoto Electric Co._ Ltd.,JP
00-06-0A,Blue2space,SE
00-06-3C,Intrinsyc Software International Inc.,CA
00-06-77,SICK AG,DE
00-06-79,Konami Corporation,JP
00-05-66,Secui.com Corporation,KR
00-05-6C,Hung Chang Co._ Ltd.,KR
00-05-5F,Cisco Systems_ Inc,US
00-05-5D,D-LINK SYSTEMS_ INC.,US
00-05-61,nac Image Technology_ Inc.,JP
00-05-63,J-Works_ Inc.,US
00-05-57,Agile TV Corporation,US
00-05-5B,Charles Industries_ Ltd.,US
00-05-54,Rangestar Wireless,US
00-05-53,DVC Company_ Inc.,US
00-05-4B,Eaton Automation AG,CH
00-05-83,ImageCom Limited,GB
00-05-6F,Innomedia Technologies Pvt. Ltd.,IN
00-05-74,Cisco Systems_ Inc,US
00-05-67,Etymonic Design_ Inc.,CA
00-05-65,Tailyn Communication Company Ltd.,TW
00-05-CE,Prolink Microsystems Corporation,TW
00-05-C2,Soronti_ Inc.,US
00-05-7C,RCO Security AB,SE
00-05-D8,Arescom_ Inc.,US
00-05-DE,Gi Fone Korea_ Inc.,KR
00-05-C4,Telect_ Inc.,US
00-05-D4,FutureSmart Networks_ Inc.,US
00-05-8E,Flextronics International GmbH & Co. Nfg. KG,AT
00-05-94,HMS Industrial Networks,SE
00-05-9D,Daniel Computing Systems_ Inc.,CA
00-05-A4,Lucid Voice Ltd.,IL
00-05-B3,Asahi-Engineering Co._ Ltd.,JP
00-05-A5,KOTT,KR
00-05-A3,QEI_ Inc.,US
00-05-9E,Zinwell Corporation,TW
00-04-F6,Amphus,US
00-04-F4,Infinite Electronics Inc.,TW
00-04-F1,WhereNet,US
00-05-37,Nets Technology Co._ Ltd.,KR
00-05-32,Cisco Systems_ Inc,US
00-05-36,Danam Communications_ Inc.,KR
00-05-21,Control Microsystems,CA
00-05-1F,Taijin Media Co._ Ltd.,KR
00-05-23,AVL List GmbH,AT
00-04-EC,Memobox SA,FR
00-04-E4,Daeryung Ind._ Inc.,KR
00-04-E2,SMC Networks_ Inc.,US
00-05-0C,Network Photonics_ Inc.,US
00-05-11,Complementary Technologies Ltd,GB
00-05-06,Reddo Networks AB,SE
00-05-0A,ICS Spa,IT
00-05-42,Otari_ Inc.,JP
00-05-26,IPAS GmbH,DE
00-04-2F,International Communications Products_ Inc.,US
00-04-29,Pixord Corporation,TW
00-04-26,Autosys,KR
00-04-21,Ocular Networks,US
00-04-24,TMC s.r.l.,IT
00-04-1D,Corega of America,US
00-04-1A,Ines Test and Measurement GmbH & CoKG,DE
00-04-1E,Shikoku Instrumentation Co._ Ltd.,JP
00-04-CB,Tdsoft Communication_ Ltd.,IL
00-04-CC,Peek Traffic B.V.,NL
00-04-C8,LIBA Maschinenfabrik GmbH,DE
00-04-BF,VersaLogic Corp.,US
00-04-51,Medrad_ Inc.,US
00-04-53,YottaYotta_ Inc.,CA
00-04-50,DMD Computers SRL,IT
00-04-43,Agilent Technologies_ Inc.,US
00-04-49,Mapletree Networks,US
00-04-5A,The Linksys Group_ Inc.,US
00-04-63,Bosch Security Systems,US
00-04-5C,Mobiwave Pte Ltd,SG
00-04-15,Rasteme Systems Co._ Ltd.,JP
00-04-03,Nexsi Corporation,US
00-04-06,Fa. Metabox AG,DE
00-04-C3,CASTOR Informatique,FR
00-04-B1,Signal Technology_ Inc.,KR
00-04-B5,Equitrac Corporation,US
00-04-83,Deltron Technology_ Inc.,TW
00-04-82,Medialogic Corp.,JP
00-04-67,Wuhan Research Institute of MII,CN
00-04-41,Half Dome Systems_ Inc.,US
00-03-C7,hopf Elektronik GmbH,DE
00-03-C2,Solphone K.K.,JP
00-03-C6,ICUE Systems_ Inc.,US
00-03-BB,Signal Communications Limited,HK
00-03-BE,Netility,US
00-03-F3,Dazzle Multimedia_ Inc.,US
00-03-EC,ICG Research_ Inc.,CA
00-03-E9,Akara Canada_ Inc.,CA
00-03-E5,Hermstedt SG,DE
00-03-E8,Wavesight Limited,GB
00-03-97,FireBrick Limited,GB
00-03-98,WISI,DE
00-03-9E,Tera System Co._ Ltd.,KR
00-03-92,Hyundai Teletek Co._ Ltd.,KR
00-03-95,California Amplifier,US
00-03-B4,Macrotek International Corp.,TW
00-03-A6,Traxit Technology_ Inc.,US
00-03-A4,Imation Corp.,US
00-03-AB,Bridge Information Systems,US
00-03-F8,SanCastle Technologies_ Inc.,US
00-03-FA,TiMetra Networks,US
00-03-FB,ENEGATE Co._Ltd.,JP
00-03-F6,Allegro Networks_ Inc.,US
00-03-CA,MTS Systems Corp.,US
00-03-CB,SystemGear Co._ Ltd.,JP
00-03-DF,Desana Systems,US
00-03-DA,Takamisawa Cybernetics Co._ Ltd.,JP
00-03-D9,Secheron SA,CH
00-03-7F,Atheros Communications_ Inc.,US
00-02-F0,AME Optimedia Technology Co._ Ltd.,TW
00-03-8E,Atoga Systems_ Inc.,US
00-03-7C,Coax Media,US
00-03-0D,Uniwill Computer Corp.,TW
00-03-09,Texcel Technology PLC,GB
00-03-03,JAMA Electronics Co._ Ltd.,TW
00-03-05,MSC Vertriebs GmbH,DE
00-02-FE,Viditec_ Inc.,US
00-01-9F,ReadyNet,US
00-02-FF,Handan BroadInfoCom,KR
00-03-27,HMS Industrial Networks,SE
00-03-2E,Scope Information Management_ Ltd.,KR
00-03-29,F3_ Inc.,TW
00-03-21,Reco Research Co._ Ltd.,TW
00-03-16,Nobell Communications_ Inc.,US
00-03-0F,Digital China (Shanghai) Networks Ltd.,CN
00-03-11,Micro Technology Co._ Ltd.,JP
00-03-1A,Beijing Broad Telecom Ltd._ China,CN
00-03-5B,BridgeWave Communications,US
00-03-57,Intervoice-Brite_ Inc.,US
00-03-45,Routrek Networks Corporation,JP
00-02-E9,CS Systemes De Securite - C3S,FR
00-02-E5,Timeware Ltd.,GB
00-02-E0,ETAS GmbH,DE
00-03-3F,BigBand Networks_ Ltd.,IL
00-03-68,Embedone Co._ Ltd.,KR
00-02-F5,VIVE Synergies_ Inc.,CA
00-02-B7,Watanabe Electric Industry Co._ Ltd.,JP
00-02-AF,TeleCruz Technology_ Inc.,US
00-02-A8,Air Link Technology,KR
00-02-AB,CTC Union Technologies Co._ Ltd.,TW
00-02-A4,AddPac Technology Co._ Ltd.,KR
00-02-A3,Hitachi Energy Switzerland Ltd,CH
00-02-A0,Flatstack Ltd.,HU
00-02-C3,Arelnet Ltd.,IL
00-02-C8,Technocom Communications Technology (pte) Ltd,SG
00-02-B8,WHI KONSULT AB,SE
00-02-BB,Continuous Computing Corp,US
00-02-BC,LVL 7 Systems_ Inc.,US
00-02-A9,RACOM_ s.r.o.,CZ
00-02-B2,Cablevision,US
00-02-5B,Cambridge Silicon Radio,GB
00-02-56,Alpha Processor_ Inc.,US
00-02-59,Tsann Kuen China (Shanghai)Enterprise Co._ Ltd. IT Group,CN
00-02-51,Soma Networks_ Inc.,US
00-02-6A,Cocess Telecom Co._ Ltd.,KR
00-02-6C,Philips CFT,NL
00-02-62,Soyo Group Soyo Com Tech Co._ Ltd,TW
00-02-65,Virditech Co. Ltd.,KR
00-02-8A,Ambit Microsystems Corporation,TW
00-01-FA,HOROSCAS,FR
00-02-82,ViaClix_ Inc.,US
00-02-85,Riverstone Networks,US
00-02-94,Tokyo Sokushin Co._ Ltd.,JP
00-02-96,Lectron Co_. Ltd.,TW
00-02-8E,Rapid 5 Networks_ Inc.,US
00-02-79,Control Applications_ Ltd.,IL
00-02-4F,IPM Datacom S.R.L.,IT
00-02-3C,Creative Technology_ Ltd.,SG
00-02-2C,ABB Bomem_ Inc.,CA
00-02-D5,ACR,FR
00-02-CE,FoxJet_ Inc.,US
00-01-E1,Kinpo Electronics_ Inc.,TW
00-01-DA,WINCOMM Corporation,TW
00-01-D2,inXtron_ Inc. ,TW
00-01-C6,Quarry Technologies,US
00-01-FF,Data Direct Networks_ Inc.,US
00-01-FC,Keyence Corporation,JP
00-01-FD,Digital Voice Systems_ Inc.,US
00-01-EE,Comtrol Europe_ Ltd.,GB
00-01-F0,Tridium_ Inc.,US
00-01-F1,Innovative Concepts_ Inc.,US
00-02-2F,P-Cube_ Ltd.,IL
00-02-27,ESD Electronic System Design GmbH,DE
00-02-1D,Data General Communication Ltd.,CN
00-02-19,Paralon Technologies,US
00-02-10,Fenecom,KR
00-02-0B,Native Networks_ Inc.,IL
00-02-18,Advanced Scientific Corp,TW
00-02-03,Woonsang Telecom_ Inc.,KR
00-01-F5,ERIM S.A.,FR
00-01-CE,Custom Micro Products_ Ltd.,GB
00-01-BB,Frequentis,AT
00-01-BC,Brains Corporation,JP
00-01-C0,CompuLab_ Ltd.,IL
00-01-A0,Infinilink Corporation,US
00-01-96,Cisco Systems_ Inc,US
00-01-7C,AG-E GmbH,DE
00-01-E2,Ando Electric Corporation,JP
00-01-D3,PAXCOMM_ Inc.,KR
00-01-99,HeiSei Electronics,TW
00-01-72,TechnoLand Co._ LTD.,JP
00-30-6C,Hitex Holding GmbH,DE
00-30-8B,Brix Networks,US
00-01-77,EDSL,IL
00-01-4D,Shin Kin Enterprises Co._ Ltd,TW
00-01-10,Gotham Networks,US
00-01-12,Shark Multimedia Inc.,US
00-01-16,Netspect Technologies_ Inc.,US
00-01-08,AVLAB Technology_ Inc.,TW
00-06-2B,INTRASERVER TECHNOLOGY,US
00-01-00,EQUIP'TRANS,FR
00-B0-9D,Point Grey Research Inc.,CA
00-B0-6D,Jones Futurex Inc.,US
00-01-6E,Conklin Corporation,US
00-01-74,CyberOptics Corporation,US
00-01-5E,BEST TECHNOLOGY CO._ LTD.,KR
00-01-61,Meta Machine Technology,US
00-01-55,Promise Technology_ Inc.,TW
00-01-1E,Precidia Technologies_ Inc.,CA
00-01-13,OLYMPUS CORPORATION,JP
00-01-9D,E-Control Systems_ Inc.,US
00-01-8B,NetLinks Co._ Ltd.,KR
00-01-8D,AudeSi Technologies,CA
00-01-A1,Mag-Tek_ Inc.,US
00-01-86,Uwe Disch,DE
00-01-A6,Scientific-Atlanta Arcodan A/S,DK
00-01-2E,PC Partner Ltd.,CN
00-01-3E,Ascom Tateco AB,SE
00-01-32,Dranetz - BMI,US
00-01-3B,BNA SYSTEMS,US
00-01-34,Selectron Systems AG,CH
00-30-32,MagicRam_ Inc.,US
00-30-EA,TeraForce Technology Corporation,US
00-30-69,IMPACCT TECHNOLOGY CORP.,TW
00-30-C3,FLUECKIGER ELEKTRONIK AG,CH
00-30-5A,TELGEN CORPORATION,US
00-30-8A,NICOTRA SISTEMI S.P.A,IT
00-30-72,Intellibyte Inc.,CA
00-30-06,SUPERPOWER COMPUTER,TW
00-30-38,XCP_ INC.,US
00-30-79,CQOS_ INC.,US
00-30-9B,Smartware,FR
00-30-45,Village Networks_ Inc. (VNI),US
00-30-E5,Amper Datos S.A.,ES
00-30-94,Cisco Systems_ Inc,US
00-30-40,Cisco Systems_ Inc,US
00-B0-94,Alaris_ Inc.,US
00-30-F0,Uniform Industrial Corp.,TW
00-30-C9,LuxN_ N,US
00-30-10,VISIONETICS INTERNATIONAL,TW
00-30-17,BlueArc UK Ltd,GB
00-30-F7,RAMIX INC.,US
00-30-D0,Tellabs,US
00-30-14,DIVIO_ INC.,US
00-30-0C,CONGRUENCY_ LTD.,IL
00-30-4C,APPIAN COMMUNICATIONS_ INC.,US
00-30-28,FASE Saldatura srl,IT
00-30-E8,ENSIM CORP.,US
00-30-D9,DATACORE SOFTWARE CORP.,US
00-30-26,HeiTel Digital Video GmbH,DE
00-30-47,NISSEI ELECTRIC CO._ LTD.,JP
00-30-77,ONPREM NETWORKS,US
00-30-D4,AAE Systems_ Inc.,US
00-D0-D7,B2C2_ INC.,US
00-D0-73,ACN ADVANCED COMMUNICATIONS,CH
00-D0-57,ULTRAK_ INC.,US
00-D0-E5,SOLIDUM SYSTEMS CORP.,CA
00-D0-36,TECHNOLOGY ATLANTA CORP.,US
00-D0-E3,ELE-CHEM ENGINEERING CO._ LTD.,KR
00-D0-C4,TERATECH CORPORATION,US
00-D0-45,KVASER AB,SE
00-D0-04,PENTACOM LTD.,IL
00-D0-05,ZHS ZEITMANAGEMENTSYSTEME,DE
00-30-1C,ALTVATER AIRDATA SYSTEMS,DE
00-30-80,Cisco Systems_ Inc,US
00-30-81,ALTOS C&C,KR
00-D0-D3,Cisco Systems_ Inc,US
00-D0-17,SYNTECH INFORMATION CO._ LTD.,TW
00-D0-61,TREMON ENTERPRISES CO._ LTD.,TW
00-D0-26,HIRSCHMANN AUSTRIA GMBH,AT
00-30-AB,DELTA NETWORKS_ INC.,TW
00-30-49,BRYANT TECHNOLOGY_ LTD.,ZA
00-30-6D,LUCENT TECHNOLOGIES,US
00-D0-F0,CONVISION TECHNOLOGY GMBH,DE
00-D0-10,CONVERGENT NETWORKS_ INC.,US
00-D0-4B,LA CIE GROUP S.A.,FR
00-D0-0E,PLURIS_ INC.,US
00-D0-12,GATEWORKS CORP.,US
00-D0-4D,DIV OF RESEARCH & STATISTICS,US
00-D0-2E,COMMUNICATION AUTOMATION CORP.,US
00-D0-C5,COMPUTATIONAL SYSTEMS_ INC.,US
00-D0-46,DOLBY LABORATORIES_ INC.,US
00-D0-DE,PHILIPS MULTIMEDIA NETWORK,DE
00-D0-0C,SNIJDER MICRO SYSTEMS,NL
00-D0-DA,TAICOM DATA SYSTEMS CO._ LTD.,TW
00-D0-1E,PINGTEL CORP.,US
00-D0-65,TOKO ELECTRIC,JP
00-D0-14,ROOT_ INC.,JP
00-D0-CA,Intrinsyc Software International Inc.,CA
00-D0-23,INFORTREND TECHNOLOGY_ INC.,TW
00-D0-3C,Vieo_ Inc.,US
00-D0-B4,KATSUJIMA CO._ LTD.,JP
00-D0-86,FOVEON_ INC.,US
00-D0-E8,MAC SYSTEM CO._ LTD.,KR
00-D0-6B,SR TELECOM INC.,CA
00-D0-A8,NETWORK ENGINES_ INC.,US
00-D0-AB,DELTAKABEL TELECOM CV,NL
00-D0-1D,FURUNO ELECTRIC CO._ LTD.,JP
00-D0-A2,INTEGRATED DEVICE,US
00-D0-9A,FILANET CORPORATION,US
00-D0-AE,ORESIS COMMUNICATIONS_ INC.,US
00-D0-F2,MONTEREY NETWORKS,US
00-50-A7,Cisco Systems_ Inc,US
00-D0-6C,SHAREWAVE_ INC.,US
00-D0-EE,DICTAPHONE CORPORATION,US
00-D0-DC,MODULAR MINING SYSTEMS_ INC.,US
00-D0-A7,TOKYO SOKKI KENKYUJO CO._ LTD.,JP
00-D0-34,ORMEC SYSTEMS CORP.,US
00-D0-8A,PHOTRON USA,US
00-50-36,NETCAM_ LTD.,US
00-50-83,GILBARCO_ INC.,US
00-50-DC,TAS TELEFONBAU A. SCHWABE GMBH & CO. KG,DE
00-50-08,TIVA MICROCOMPUTER CORP. (TMC),US
00-50-CC,Seagate Cloud Systems Inc,US
00-50-16,Molex Canada Ltd,CA
00-50-4C,Galil Motion Control,US
00-50-76,IBM Corp,US
00-50-D4,JOOHONG INFORMATION &,KR
00-50-A6,OPTRONICS,US
00-50-DB,CONTEMPORARY CONTROL,US
00-50-7C,VIDEOCON AG,DE
00-50-47,Private,005084  (base 16)Quantum Corp.
00-50-84,Quantum Corp.,US
00-50-A9,MOLDAT WIRELESS TECHNOLGIES,IL
00-50-9B,SWITCHCORE AB,SE
00-50-7E,NEWER TECHNOLOGY,US
00-50-55,DOMS A/S,DK
00-50-72,CORVIS CORPORATION,US
00-50-CE,LG INTERNATIONAL CORP.,KR
00-50-F7,VENTURE MANUFACTURING (SINGAPORE) LTD.,SG
00-50-19,SPRING TIDE NETWORKS_ INC.,US
00-50-1F,MRG SYSTEMS_ LTD.,GB
00-50-43,MARVELL SEMICONDUCTOR_ INC.,US
00-50-FA,OXTEL_ LTD.,GB
00-50-1B,ABL CANADA_ INC.,CA
00-50-FD,VISIONCOMM CO._ LTD.,KR
00-50-BF,Metalligence Technology Corp.,TW
00-50-B8,INOVA COMPUTERS GMBH & CO. KG,DE
00-50-5B,KAWASAKI LSI U.S.A._ INC.,US
00-90-38,FOUNTAIN TECHNOLOGIES_ INC.,US
00-90-B0,VADEM,US
00-90-EF,INTEGRIX_ INC.,US
00-90-C5,INTERNET MAGIC_ INC.,US
00-90-8C,ETREND ELECTRONICS_ INC.,TW
00-90-48,ZEAL CORPORATION,JP
00-90-07,DOMEX TECHNOLOGY CORP.,TW
00-50-52,TIARA NETWORKS_ INC.,US
00-50-64,CAE ELECTRONICS,CA
00-50-27,GENICOM CORPORATION,US
00-50-5A,NETWORK ALCHEMY_ INC.,US
00-50-39,MARINER NETWORKS,US
00-50-95,PERACOM NETWORKS,US
00-90-3D,BIOPAC SYSTEMS_ INC.,US
00-90-57,AANetcom_ Inc.,US
00-90-83,TURBO COMMUNICATION_ INC.,TW
00-90-00,DIAMOND MULTIMEDIA,US
00-90-54,INNOVATIVE SEMICONDUCTORS_ INC,US
00-90-6E,PRAXON_ INC.,US
00-90-C0,K.J. LAW ENGINEERS_ INC.,US
00-90-C4,JAVELIN SYSTEMS_ INC.,US
00-90-B9,BERAN INSTRUMENTS LTD.,GB
00-90-A5,SPECTRA LOGIC,US
00-90-A3,Corecess Inc.,KR
00-90-29,CRYPTO AG,CH
00-90-2D,DATA ELECTRONICS (AUST.) PTY_ LTD.,AU
00-90-D4,BindView Development Corp.,US
00-90-D7,NetBoost Corp.,US
00-90-1F,ADTEC PRODUCTIONS_ INC.,US
00-90-82,FORCE INSTITUTE,DK
00-90-41,APPLIED DIGITAL ACCESS,US
00-90-24,PIPELINKS_ INC.,US
00-90-3A,NIHON MEDIA TOOL INC.,JP
00-90-B2,AVICI SYSTEMS INC.,US
00-90-B6,FIBEX SYSTEMS,US
00-90-63,COHERENT COMMUNICATIONS SYSTEMS CORPORATION,US
00-90-11,WAVTrace_ Inc.,US
00-90-65,FINISAR CORPORATION,US
00-10-D3,GRIPS ELECTRONIC GMBH,AT
00-10-FB,ZIDA TECHNOLOGIES LIMITED,HK
00-90-62,ICP VORTEX COMPUTERSYSTEME GmbH,DE
00-90-C3,TOPIC SEMICONDUCTOR CORP.,TW
00-90-5A,DEARBORN GROUP_ INC.,US
00-90-EC,PYRESCOM,FR
00-10-53,COMPUTER TECHNOLOGY CORP.,US
00-10-ED,SUNDANCE TECHNOLOGY_ INC.,US
00-10-9D,CLARINET SYSTEMS_ INC.,US
00-10-0E,MICRO LINEAR COPORATION,US
00-90-0B,LANNER ELECTRONICS_ INC.,TW
00-90-61,PACIFIC RESEARCH & ENGINEERING CORPORATION,US
00-90-CE, avateramedical Mechatronics GmbH,DE
00-10-6C,EDNT GmbH,DE
00-10-E9,RAIDTEC LTD.,IE
00-10-03,IMATRON_ INC.,US
00-10-71,ADVANET INC.,JP
00-90-A8,NineTiles Networks_ Ltd.,GB
00-90-15,CENTIGRAM COMMUNICATIONS CORP.,US
00-90-95,UNIVERSAL AVIONICS,US
00-90-DF,MITSUBISHI CHEMICAL AMERICA_ INC.,US
00-90-F6,ESCALATE NETWORKS_ INC.,US
00-10-2A,ZF MICROSYSTEMS_ INC.,US
00-10-E5,SOLECTRON TEXAS,US
00-10-3F,TOLLGRADE COMMUNICATIONS_ INC.,US
00-10-CD,INTERFACE CONCEPT,FR
00-10-56,SODICK CO._ LTD.,JP
00-10-61,HOSTLINK CORP.,TW
00-10-99,InnoMedia_ Inc.,US
00-10-C8,COMMUNICATIONS ELECTRONICS SECURITY GROUP,GB
00-10-86,ATTO Technology_ Inc.,US
00-10-F3,Nexcom International Co._ Ltd.,TW
00-10-DF,RISE COMPUTER INC.,TW
00-10-72,GVN TECHNOLOGIES_ INC.,US
00-10-DA,Kollmorgen Corp,US
00-10-E4,NSI CORPORATION,US
00-10-88,AMERICAN NETWORKS INC.,US
00-10-22,SatCom Media Corporation,US
00-10-A0,INNOVEX TECHNOLOGIES_ INC.,US
00-10-16,T.SQWARE,FR
00-10-90,CIMETRICS_ INC.,US
00-10-F5,AMHERST SYSTEMS_ INC.,US
00-10-3D,PHASECOM_ LTD.,IL
00-10-EA,ADEPT TECHNOLOGY,US
00-10-AE,SHINKO ELECTRIC INDUSTRIES CO.,JP
00-10-96,TRACEWELL SYSTEMS_ INC.,US
00-10-82,JNA TELECOMMUNICATIONS LIMITED,AU
00-10-98,STARNET TECHNOLOGIES_ INC.,US
00-10-68,COMOS TELECOM,KR
00-10-42,Alacritech_ Inc.,US
00-10-49,ShoreTel_ Inc,US
00-10-5E,Spirent plc_ Service Assurance Broadband,US
00-10-AF,TAC SYSTEMS_ INC.,US
00-10-8C,Fujitsu Services Ltd,GB
00-10-E1,S.I. TECH_ INC.,US
00-10-BB,DATA & INFORMATION TECHNOLOGY,GB
00-10-20,Hand Held Products Inc,US
00-10-7E,BACHMANN ELECTRONIC GmbH,AT
00-10-3A,DIAMOND NETWORK TECH,ZA
00-10-04,THE BRANTLEY COILE COMPANY_INC,US
00-10-EF,DBTEL INCORPORATED,TW
00-10-76,EUREM GmbH,DE
00-10-C4,MEDIA GLOBAL LINKS CO._ LTD.,JP
00-10-FE,DIGITAL EQUIPMENT CORPORATION,US
00-10-BC,Aastra Telecom,US
00-10-58,ArrowPoint Communications,US
00-10-0F,INDUSTRIAL CPU SYSTEMS,US
00-10-F7,IRIICHI TECHNOLOGIES Inc.,JP
00-10-AB,KOITO ELECTRIC INDUSTRIES_ LTD.,JP
00-10-10,INITIO CORPORATION,US
00-10-F2,ANTEC,US
00-E0-07,Avaya ECS Ltd,GB
00-10-BE,MARCH NETWORKS CORPORATION,CA
00-E0-D3,DATENTECHNIK GmbH,AT
00-E0-43,VitalCom,US
00-E0-B3,EtherWAN Systems_ Inc.,US
00-E0-ED,SILICOM_ LTD.,IL
00-E0-BF,TORRENT NETWORKING TECHNOLOGIES CORP.,US
00-E0-E3,SK-ELEKTRONIK GMBH,DE
00-E0-C6,LINK2IT_ L.L.C.,US
00-E0-E5,CINCO NETWORKS_ INC.,US
00-E0-45,TOUCHWAVE_ INC.,DK
00-E0-40,DeskStation Technology_ Inc.,US
00-E0-1A,COMTEC SYSTEMS. CO._ LTD.,KR
00-E0-81,TYAN COMPUTER CORP.,US
00-E0-57,HAN MICROTELECOM. CO._ LTD.,KR
00-E0-61,EdgePoint Networks_ Inc.,US
00-E0-B8,GATEWAY 2000,US
00-E0-7C,METTLER-TOLEDO_ INC.,US
00-E0-26,Redlake MASD LLC,US
00-E0-20,TECNOMEN OY,FI
00-E0-0D,RADIANT SYSTEMS,US
00-E0-DC,NEXWARE CORP.,US
00-E0-37,CENTURY CORPORATION,JP
00-E0-C2,NECSY S.p.A.,IT
00-E0-9B,ENGAGE NETWORKS_ INC.,US
00-E0-FB,LEIGHTRONIX_ INC.,US
00-E0-53,CELLPORT LABS_ INC.,US
00-E0-BC,SYMON COMMUNICATIONS_ INC.,US
00-E0-7E,WALT DISNEY IMAGINEERING,US
